#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P31809	uniprotkb:P11224	intact:EBI-8663470|uniprotkb:Q61353|intact:MINT-4590618|dip:DIP-61461N|uniprotkb:Q61350	intact:EBI-16196052|uniprotkb:O39227	psi-mi:ceam1_mouse(display_long)|uniprotkb:Ceacam1(gene name)|psi-mi:Ceacam1(display_short)|uniprotkb:Bgp(gene name synonym)|uniprotkb:Bgp1(gene name synonym)|uniprotkb:Biliary glycoprotein 1(gene name synonym)|uniprotkb:Murine hepatitis virus receptor(gene name synonym)|uniprotkb:MHVR1(gene name synonym)|uniprotkb:Biliary glycoprotein D(gene name synonym)	psi-mi:spike_cvma5(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:3(orf name)	psi-mi:"MI:1247"(microscale thermophoresis)	Walls et al. (2016)	pubmed:26855426|doi:10.1038/nature16988|imex:IM-25366	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:11142(cvma5)|taxid:11142("Murine coronavirus (strain A59)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(DIP)	intact:EBI-16196079|imex:IM-25366-1|dip:DIP-200979E	intact-miscore:0.44
uniprotkb:O00429	uniprotkb:Q14160	intact:EBI-724571|uniprotkb:B4DGC9|uniprotkb:J3KPI2|uniprotkb:Q59GN9|uniprotkb:O14541|uniprotkb:O60709|uniprotkb:Q7L6B3|uniprotkb:Q8TBT7|uniprotkb:Q9BWM1|uniprotkb:Q9Y5J2|uniprotkb:B4DSU8|uniprotkb:G8JLD5|uniprotkb:A8K4X9	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:dnm1l_human(display_long)|uniprotkb:Dynamin-like protein(gene name synonym)|uniprotkb:Dnm1p/Vps1p-like protein(gene name synonym)|uniprotkb:Dynamin family member proline-rich carboxyl-terminal domain less(gene name synonym)|uniprotkb:Dynamin-related protein 1(gene name synonym)|uniprotkb:Dynamin-like protein 4(gene name synonym)|uniprotkb:Dynamin-like protein IV(gene name synonym)|uniprotkb:DNM1L(gene name)|psi-mi:DNM1L(display_short)|uniprotkb:DLP1(gene name synonym)|uniprotkb:DRP1(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791103|imex:IM-25074-6	intact-miscore:0.40
uniprotkb:Q99569	uniprotkb:Q14160	intact:EBI-726447|uniprotkb:Q86W91	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:pkp4_human(display_long)|uniprotkb:p0071(gene name synonym)|uniprotkb:PKP4(gene name)|psi-mi:PKP4(display_short)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791112|imex:IM-25074-7	intact-miscore:0.68
uniprotkb:Q96DL1	uniprotkb:Q14160	intact:EBI-11791121|uniprotkb:Q2NKI8	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:nxpe2_human(display_long)|uniprotkb:NXPE2(gene name)|psi-mi:NXPE2(display_short)|uniprotkb:FAM55B(gene name synonym)|uniprotkb:Protein FAM55B(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791134|imex:IM-25074-8	intact-miscore:0.40
uniprotkb:B7Z2Y1	uniprotkb:Q14160	intact:EBI-11791049	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:b7z2y1_human(display_long)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791888|imex:IM-25074-9	intact-miscore:0.40
uniprotkb:Q14155	uniprotkb:Q14160	intact:EBI-717515|uniprotkb:B1ALK6|uniprotkb:B1ALK8|uniprotkb:Q3LIA4|uniprotkb:Q5W9H0|uniprotkb:Q6P9G3|uniprotkb:Q6PII2|uniprotkb:Q86W63|uniprotkb:Q8N3M1	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:arhg7_human(display_long)|uniprotkb:PAK-interacting exchange factor beta(gene name synonym)|uniprotkb:Beta-Pix(gene name synonym)|uniprotkb:COOL-1(gene name synonym)|uniprotkb:p85(gene name synonym)|uniprotkb:Nbla10314(orf name)|uniprotkb:ARHGEF7(gene name)|psi-mi:ARHGEF7(display_short)|uniprotkb:COOL1(gene name synonym)|uniprotkb:KIAA0142(gene name synonym)|uniprotkb:P85SPR(gene name synonym)|uniprotkb:PAK3BP(gene name synonym)|uniprotkb:PIXB(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791897|imex:IM-25074-150	intact-miscore:0.90
uniprotkb:Q9UQB3	uniprotkb:Q14160	intact:EBI-7266482|uniprotkb:O43840|uniprotkb:Q9UPM3|uniprotkb:Q9UM66|uniprotkb:O00379|uniprotkb:Q13589|uniprotkb:B0FTZ7|uniprotkb:O15390|uniprotkb:O43206|intact:MINT-223241	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:ctnd2_human(display_long)|uniprotkb:CTNND2(gene name)|psi-mi:CTNND2(display_short)|uniprotkb:NPRAP(gene name synonym)|uniprotkb:Delta-catenin(gene name synonym)|uniprotkb:Neural plakophilin-related ARM-repeat protein(gene name synonym)|uniprotkb:Neurojungin(gene name synonym)|uniprotkb:GT24(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791906|imex:IM-25074-11	intact-miscore:0.61
uniprotkb:Q9BR11	uniprotkb:Q14160	intact:EBI-2818202|uniprotkb:Q9BV30|uniprotkb:Q5JZH2|uniprotkb:Q9BR12	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:zswm1_human(display_long)|uniprotkb:ZSWIM1(gene name)|psi-mi:ZSWIM1(display_short)|uniprotkb:C20orf162(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791915|imex:IM-25074-12	intact-miscore:0.40
uniprotkb:Q96DL1	uniprotkb:Q14160	intact:EBI-11791121|uniprotkb:Q2NKI8	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:nxpe2_human(display_long)|uniprotkb:NXPE2(gene name)|psi-mi:NXPE2(display_short)|uniprotkb:FAM55B(gene name synonym)|uniprotkb:Protein FAM55B(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791924|imex:IM-25074-13	intact-miscore:0.40
uniprotkb:Q14155	uniprotkb:Q14160	intact:EBI-717515|uniprotkb:B1ALK6|uniprotkb:B1ALK8|uniprotkb:Q3LIA4|uniprotkb:Q5W9H0|uniprotkb:Q6P9G3|uniprotkb:Q6PII2|uniprotkb:Q86W63|uniprotkb:Q8N3M1	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:arhg7_human(display_long)|uniprotkb:PAK-interacting exchange factor beta(gene name synonym)|uniprotkb:Beta-Pix(gene name synonym)|uniprotkb:COOL-1(gene name synonym)|uniprotkb:p85(gene name synonym)|uniprotkb:Nbla10314(orf name)|uniprotkb:ARHGEF7(gene name)|psi-mi:ARHGEF7(display_short)|uniprotkb:COOL1(gene name synonym)|uniprotkb:KIAA0142(gene name synonym)|uniprotkb:P85SPR(gene name synonym)|uniprotkb:PAK3BP(gene name synonym)|uniprotkb:PIXB(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791933|imex:IM-25074-90	intact-miscore:0.90
uniprotkb:B7Z2Y1	uniprotkb:Q14160	intact:EBI-11791049	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:b7z2y1_human(display_long)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791942|imex:IM-25074-15	intact-miscore:0.40
uniprotkb:Q9ULI0	uniprotkb:Q14160	intact:EBI-11791951|uniprotkb:B9ZVQ5|uniprotkb:Q6ZNA6|uniprotkb:Q8N9E7	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:atd2b_human(display_long)|uniprotkb:ATAD2B(gene name)|psi-mi:ATAD2B(display_short)|uniprotkb:KIAA1240(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791980|imex:IM-25074-16	intact-miscore:0.40
uniprotkb:P25100	uniprotkb:Q14160	intact:EBI-489993|uniprotkb:Q9NPY0	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:ada1d_human(display_long)|uniprotkb:Alpha-1D adrenoreceptor(gene name synonym)|uniprotkb:Alpha-1A adrenergic receptor(gene name synonym)|uniprotkb:Alpha-adrenergic receptor 1a(gene name synonym)|uniprotkb:ADRA1D(gene name)|psi-mi:ADRA1D(display_short)|uniprotkb:ADRA1A(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791989|imex:IM-25074-17	intact-miscore:0.76
uniprotkb:P53778	uniprotkb:Q14160	intact:EBI-602406|uniprotkb:Q6IC53|uniprotkb:Q14260|uniprotkb:Q99588|uniprotkb:Q99672	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:mk12_human(display_long)|uniprotkb:Extracellular signal-regulated kinase 6(gene name synonym)|uniprotkb:Stress-activated protein kinase 3(gene name synonym)|uniprotkb:Mitogen-activated protein kinase p38 gamma(gene name synonym)|uniprotkb:MAPK12(gene name)|psi-mi:MAPK12(display_short)|uniprotkb:ERK6(gene name synonym)|uniprotkb:SAPK3(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11791998|imex:IM-25074-18	intact-miscore:0.72
uniprotkb:Q9NYB5	uniprotkb:Q14160	intact:EBI-11792007|uniprotkb:Q5JPA4|uniprotkb:B7Z251|uniprotkb:B7Z3Q3|uniprotkb:B7Z8P1|uniprotkb:F5GZD6	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:so1c1_human(display_long)|uniprotkb:SLCO1C1(gene name)|psi-mi:SLCO1C1(display_short)|uniprotkb:OATP14(gene name synonym)|uniprotkb:OATP1C1(gene name synonym)|uniprotkb:OATPF(gene name synonym)|uniprotkb:SLC21A14(gene name synonym)|uniprotkb:Organic anion transporter F(gene name synonym)|uniprotkb:Organic anion transporter polypeptide-related protein 5(gene name synonym)|uniprotkb:Organic anion-transporting polypeptide 14(gene name synonym)|uniprotkb:Solute carrier family 21 member 14(gene name synonym)|uniprotkb:Thyroxine transporter(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11792052|imex:IM-25074-19	intact-miscore:0.40
uniprotkb:Q15311	uniprotkb:Q14160	intact:EBI-749285|uniprotkb:D3DUI0	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:rbp1_human(display_long)|uniprotkb:Ral-interacting protein 1(gene name synonym)|uniprotkb:76 kDa Ral-interacting protein(gene name synonym)|uniprotkb:Dinitrophenyl S-glutathione ATPase(gene name synonym)|uniprotkb:RALBP1(gene name)|psi-mi:RALBP1(display_short)|uniprotkb:RLIP1(gene name synonym)|uniprotkb:RLIP76(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11792061|imex:IM-25074-20	intact-miscore:0.61
uniprotkb:P33402	uniprotkb:Q14160	intact:EBI-6911715|uniprotkb:A1L4C4|uniprotkb:B7ZLT5	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:gcya2_human(display_long)|uniprotkb:GUC1A2(gene name synonym)|uniprotkb:GUCSA2(gene name synonym)|uniprotkb:GUCY1A2(gene name)|psi-mi:GUCY1A2(display_short)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11792070|imex:IM-25074-21	intact-miscore:0.68
uniprotkb:Q9P0K1	uniprotkb:Q14160	intact:EBI-1567236|uniprotkb:O75075|uniprotkb:O75076|uniprotkb:Q9P0K2|uniprotkb:Q9UIA1|uniprotkb:Q9UKK2	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:ada22_human(display_long)|uniprotkb:Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2(gene name synonym)|uniprotkb:Metalloproteinase-disintegrin ADAM22-3(gene name synonym)|uniprotkb:ADAM22(gene name)|psi-mi:ADAM22(display_short)|uniprotkb:MDC2(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11792079|imex:IM-25074-22	intact-miscore:0.61
uniprotkb:Q92953	uniprotkb:Q14160	intact:EBI-1760439|uniprotkb:Q7Z7D0|uniprotkb:Q9BXD3	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:kcnb2_human(display_long)|uniprotkb:KCNB2(gene name)|psi-mi:KCNB2(display_short)|uniprotkb:Voltage-gated potassium channel subunit Kv2.2(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11792088|imex:IM-25074-23	intact-miscore:0.40
uniprotkb:O15439	uniprotkb:Q14160	intact:EBI-4319622|uniprotkb:A9Z1Z7|uniprotkb:Q8IZN6|uniprotkb:Q8NEW8|uniprotkb:Q9Y6J2|uniprotkb:B7Z3Q7|uniprotkb:Q8IVZ4	intact:EBI-357345|uniprotkb:Q6P496|uniprotkb:Q7Z5D1|uniprotkb:Q8WWV8|uniprotkb:Q96C69|uniprotkb:Q96GG1	psi-mi:mrp4_human(display_long)|uniprotkb:ABCC4(gene name)|psi-mi:ABCC4(display_short)|uniprotkb:MRP4(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 4(gene name synonym)|uniprotkb:MRP/cMOAT-related ABC transporter(gene name synonym)|uniprotkb:Multi-specific organic anion transporter B(gene name synonym)	psi-mi:scrib_human(display_long)|uniprotkb:SCRIB(gene name)|psi-mi:SCRIB(display_short)|uniprotkb:CRIB1(gene name synonym)|uniprotkb:KIAA0147(gene name synonym)|uniprotkb:LAP4(gene name synonym)|uniprotkb:SCRB1(gene name synonym)|uniprotkb:VARTUL(gene name synonym)|uniprotkb:Protein LAP4(gene name synonym)	psi-mi:"MI:0084"(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-11792098|imex:IM-25074-210	intact-miscore:0.40
